0.04553833638	0	0	0	0
0.1366150091	0	0	0	0
0.2276916819	0	0	0	0
0.3187683547	0	0	0	0
0.4098450274	0	0	0	0
0.5009217002	0	0	0	0
0.591998373	0.0001985249154	0	0	0
0.6830750457	0	0	0	0
0.7741517185	0	0	0	0
0.8652283913	9.303566145e-05	0	0	0
0.956305064	0.0002285135733	0	0	0
1.047381737	0.0001270159408	0	0	0
1.13845841	0.0002687917298	0	0	0
1.229535082	0.0003226483542	0	0	0
1.320611755	0.0001997833934	0	0	0
1.411688428	0.0003496902115	0	0	0
1.502765101	9.258016249e-05	0	0	0
1.593841773	0.0002469140134	0	0	0
1.684918446	0.0002454981914	0	0	0
1.775995119	0.0002651638659	0	0	0
1.867071792	0.0001399592782	0	0	0
1.958148464	0.0001999562414	0	0	0
2.049225137	0.0002821693827	0	0	0
2.14030181	0.0003195328602	0	0	0
2.231378483	0.0003919792332	0.002799851666	0	0
2.322455156	0.0004781489376	0.002584588852	0	0
2.413531828	0.004188150208	0.00239322869	0	0
2.504608501	0.2133575876	0	0	0
2.595685174	1.639340465	0	0.002069155868	0
2.686761847	3.637952803	0.001931264975	0	0
2.777838519	3.964648544	0	0	0
2.868915192	3.05577152	0.001693830316	0	0
2.959991865	2.115986174	0	0.001591206327	0
3.051068538	1.564667841	0.001497633754	0	0
3.14214521	1.285295166	0.002824157295	0.06636769644	0
3.233221883	1.172185506	0.1453679134	1.541700073	0
3.324298556	1.134103107	1.304473097	8.520707248	0
3.415375229	1.128581958	3.846141435	18.69167368	0
3.506451901	1.138856101	6.188923836	22.35292334	0
3.597528574	1.156615487	6.518343576	18.54566237	0
3.688605247	1.176792522	5.450362169	12.66422749	0
3.77968192	1.203640002	4.026609356	7.49499754	0
3.870758593	1.224393788	2.861374518	4.574477116	0.0004652641493
3.961835265	1.262698368	2.256127081	2.690475956	0
4.052911938	1.293374452	1.831642129	1.689049044	0
4.143988611	1.331205128	1.708177285	1.152045422	0
4.235065284	1.356753823	1.651046674	0.8744950604	0
4.326141956	1.382986708	1.694004979	0.7658034821	0
4.417218629	1.398325728	1.732053228	0.6566653946	0
4.508295302	1.40769394	1.869256158	0.5480864845	0
4.599371975	1.415076022	2.007522554	0.5167096791	0
4.690448647	1.404041529	2.160994975	0.5335946538	0
4.78152532	1.395782728	2.277036844	0.553709013	0
4.872601993	1.380245827	2.37240395	0.5960371309	0
4.963678666	1.361093414	2.582664115	0.6400072555	0
5.054755338	1.341073098	2.615940102	0.8097736987	0
5.145832011	1.320264836	2.646842711	0.9572230053	0
5.236908684	1.300237862	2.723852305	1.173320478	0
5.327985357	1.27965997	2.779851557	1.492082867	0
5.41906203	1.260849233	2.786900276	1.877715603	0.000237385032
5.510138702	1.243031875	2.823653082	2.212450895	0
5.601215375	1.230605545	2.809899992	2.685025424	0
5.692292048	1.230631455	2.839033343	3.127755891	0
5.783368721	1.238692755	2.94165118	3.626521931	0
5.874445393	1.253629583	2.876599142	4.079356958	0
5.965522066	1.271941791	2.805890784	4.552422634	0
6.056598739	1.288723089	2.720238759	4.949793119	0
6.147675412	1.311038251	2.693359598	4.976868146	0
6.238752084	1.329810874	2.638222238	4.64097859	0
6.329828757	1.345047182	2.52631209	4.21713171	0
6.42090543	1.357664179	2.521435513	3.62963618	0
6.511982103	1.367490721	2.491511635	3.214503728	0
6.603058775	1.375785809	2.448837375	2.886929201	0
6.694135448	1.37828972	2.447683466	2.596405049	0.0001555665099
6.785212121	1.377843105	2.422087426	2.421481753	0
6.876288794	1.372709484	2.480427246	2.375159471	0.0001474338591
6.967365467	1.366558857	2.533760028	2.204043806	0
7.058442139	1.356825844	2.543793974	2.21441603	0
7.149518812	1.344119904	2.550588234	2.186179521	0.0001363805066
7.240595485	1.332270103	2.570864673	2.223012083	0.0002659423475
7.331672158	1.319069375	2.614252796	2.27680435	0
7.42274883	1.312171962	2.56668895	2.308071568	0.000126525138
7.513825503	1.304797048	2.678205043	2.40013599	0.0001234764888
7.604902176	1.29918688	2.632039664	2.425439738	0.0002410734259
7.695978849	1.292873785	2.605657818	2.436639631	0.0001177006874
7.787055521	1.289237303	2.688308517	2.481374061	0.0008047451086
7.878132194	1.288860569	2.603597618	2.507001676	0.000561604318
7.969208867	1.292543934	2.683613634	2.547061959	0.001097682278
8.06028554	1.294035137	2.655500766	2.534464526	0.001180317942
8.151362212	1.298088671	2.638458993	2.552007179	0.0009442552464
8.242438885	1.303150275	2.669334776	2.566107638	0.000615668819
8.333515558	1.309249678	2.655475654	2.633793386	0.0006022852471
8.424592231	1.313426679	2.642374435	2.637856212	0.001276888992
8.515668904	1.316721705	2.682480586	2.626531485	0.001153589702
8.606745576	1.322979291	2.670993381	2.654806683	0.001223413218
8.697822249	1.326540357	2.748964585	2.605397716	0.001290074557
8.788898922	1.331254303	2.717917445	2.595721263	0.001353724322
8.879975595	1.332460883	2.728049348	2.560430527	0.0007072524072
8.971052267	1.333456035	2.723352335	2.549244886	0.0006063443493
9.06212894	1.334311135	2.726950697	2.530179693	0.0006791061379
9.153205613	1.312824201	2.660139521	2.513028896	0.0001664147339
9.244282286	1.271058613	2.501117177	2.447440233	0.0004078795136
9.335358958	1.231188174	2.477350842	2.387759853	0.0009599034583
9.426435631	1.192606797	2.357533562	2.34921747	0.0006276295672
9.517512304	1.153529606	2.286309422	2.242134734	0.0004617563124
